a,b,x1,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142
-10.0941989,50.23505698,-72.69684945,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
14.59182741,57.2659289,-135.5883649,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
-46.13606487,86.17100324,-9.184366102,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
80.27117797,-61.10093249,-7.935829218,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
90.51244894,62.84801411,-44.54355117,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-14.10201454,64.79460902,-89.4855633,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-15.17839833,41.74919271,189.7465144,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-79.01796549,40.56711824,-46.03978734,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-77.63228722,28.37701785,-100.4136138,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-80.48184116,4.752021341,-22.07777736,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-40.25741596,-45.62392121,195.2376167,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
30.7616424,98.84840035,-84.96700073,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-5.216762947,99.75043678,48.88732738,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-37.37732727,55.00867387,-86.70029878,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-37.58410284,36.87039639,-168.7970019,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-13.38057125,-68.68832152,33.44498599,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-89.58852462,69.82437464,5.752195213,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
36.17954354,56.34667237,-101.2832917,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
53.30611685,-70.10223805,-10.93251949,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
68.41268586,6.462522935,-37.49202377,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-13.070358276367188,69.17521667480469,-119.08236694335936,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-11.280685424804688,55.78578186035156,154.23989868164062,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,9.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-8.642074584960938,22.09222412109376,66.67837524414062,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-9.169639587402344,40.4951629638672,137.64047241210935,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-1.45147705078125,-67.39860534667969,85.12161254882812,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-9.12555694580078,42.801666259765625,165.15814208984375,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-13.033309936523436,61.591323852539055,-149.78819274902344,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-9.522476196289062,46.39930725097656,156.78717041015625,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,9.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-3.650177001953125,-42.36676788330078,11.167526245117188,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
14.696182250976562,44.9370574951172,149.82818603515625,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-2.3651046752929688,69.24565124511719,-121.48567199707033,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-3.0385894775390625,69.02117919921875,-116.71767425537108,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
13.365379333496092,30.214828491210938,139.13397216796875,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6.52202606201172,79.6971435546875,15.57440185546875,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-4.118743896484375,-40.76441955566406,38.070343017578125,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-1.1276626586914062,84.41317749023438,-73.58830261230467,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-18.793556213378903,67.00556945800781,94.29476928710936,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-16.197708129882812,89.04908752441406,-68.38717651367188,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-19.546554565429688,88.79020690917967,-38.253860473632805,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
66.02928161621094,55.950286865234375,-104.93144989013672,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
66.63084411621094,47.72450256347656,-97.14364624023438,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,9.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3.4750213623046875,71.953125,-97.6200942993164,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
24.677101135253903,83.12284851074217,161.2823486328125,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10.569465637207031,77.63090515136719,100.16571044921876,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
16.082656860351562,75.83856201171875,-36.99548339843751,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
11.551162719726562,70.460205078125,9.91265869140625,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2.5142898559570312,73.12876892089844,-111.28394317626952,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
29.767745971679688,80.50236511230467,169.82568359375,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
9.794509887695312,73.69168090820312,-52.24876403808594,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
8.984390258789062,75.2869415283203,65.562255859375,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-60.566455841064446,3.111434936523437,-29.07568359375,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-62.315040588378906,57.03564453125,-137.4921875,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-61.36301040649414,60.025482177734375,-139.22518920898435,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-62.814266204833984,55.33570861816406,-132.23959350585935,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-51.96137237548828,-43.56501007080078,110.11834716796876,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-56.64651870727539,-17.507728576660156,41.89842224121094,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,5.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-61.60262298583984,58.86373901367188,-137.3022918701172,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-64.30421447753906,27.135597229003903,-81.1955795288086,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-23.588348388671875,78.76438903808594,-132.8023223876953,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-28.10590362548828,69.66502380371094,-168.4939727783203,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-27.801658630371094,70.34619140625,-168.2010498046875,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-20.455528259277344,83.294921875,75.74435424804686,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,5.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-21.62786865234376,82.20135498046875,-94.88859558105467,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-26.710426330566406,72.0186767578125,-136.7658233642578,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-29.094734191894528,69.76861572265625,-29.08760070800781,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-17.29186248779297,84.00718688964844,66.30438232421875,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
10.126480102539062,-28.33312225341797,-145.67355346679688,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
37.22257995605469,-30.51941680908203,-123.48957061767578,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,2.5,2.5,2.5,1.5,8.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
25.867507934570312,41.08146667480469,-116.68224334716795,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
56.38621520996094,63.34059143066406,-53.59097290039063,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
21.359619140625,45.57701110839844,-151.081787109375,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
65.71363830566406,4.051673889160156,158.19805908203125,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-76.9644775390625,31.565750122070312,-60.73796081542969,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
65.56527709960938,36.78965759277344,28.78236389160156,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
49.34013366699219,55.66964721679688,-89.72210693359375,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-16.64453887939453,45.14418029785156,-140.5277099609375,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-17.99547576904297,4.373802185058594,37.018341064453125,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,1.5,3.5,0.5,0.5,3.5,1.5,8.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-24.8055419921875,83.91313171386719,45.87554931640625,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
