a,b,x1,b105,b106,b107,b108,b109,b110,b111,b112,b113,b114,b115,b116,b117,b118,b119,b120,b121,b122,b123,b124,b125,b126,b127,b128,b129,b130,b131,b132,b133,b134,b135,b136,b137,b138,b139,b140,b141,b142
-67.70063246,92.78291937,-70.30918869,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-54.05051753,4.415830195,37.26216332,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
92.578431,17.54809121,-44.70671642,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13.63420644,79.75309865,127.2234772,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-38.41656555,-92.08083863,31.53231028,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-58.67691322,-62.2065683,171.5001653,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
90.37453945,39.54068166,-13.61191169,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
61.97377668,97.75573513,-195.225612,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
53.52464667,99.98734308,-150.5071996,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
-48.37909429,-2.03401004,176.1439138,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
81.56063482,86.76709751,131.9984821,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
37.51457198,88.55493067,130.7321348,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-43.42247157,37.15175297,-105.0278825,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-13.1467685,-42.34987487,11.3509221,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-13.54144642,-45.92207697,102.0818541,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
98.85140358,33.10605815,189.2193012,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-14.94703933,-65.73832849,115.5931837,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
81.34513743,55.90816671,-50.33633073,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-81.28581389,67.97438586,-92.1122738,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-0.814951818,-67.8685904,27.622823,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
18.40220319,39.36949174,127.7439743,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-32.15600477,46.33617134,-47.5748597,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
12.00482847,48.21862939,-167.390883,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
9.319297881,38.8796893,-38.30345287,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-24.45202771,21.51189179,-138.4405254,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-7.513649884,21.97483997,14.95560682,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-95.740145,89.37344814,15.23239264,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-54.93249716,-99.74058239,84.76962415,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
64.77786988,75.53971985,-113.9645026,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
-17.8096423,55.02708085,-48.24787417,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-73.63917021,75.64757658,72.33651721,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-99.80819211,24.7551435,-117.864539,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-25.68919772,-99.09128747,93.70561624,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-91.2071276,24.21231189,-57.82273687,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-37.68249295,35.38667984,-72.28581572,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
59.117937,-27.36912556,-42.13111603,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-14.48180101,-87.66216104,150.4688463,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-72.47020194,35.68580105,-108.4413929,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-30.15593671,3.186823095,-152.3534636,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-24.26970097,-47.12500222,29.33346819,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,2.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
23.47950311,-19.11329553,-29.7921084,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-66.58637943,-83.20861841,168.5725444,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
22.92190433,66.87308794,-104.756948,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
79.06139354,66.34821102,184.4941756,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
82.73068525,99.27349026,-83.91004981,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,1.5,2.5,0.5,0.5,0.5,0.5
-43.08347054,61.64764605,-78.79719398,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-86.91881982,56.52856997,-195.8914516,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-62.75646564,-21.46655289,42.69600554,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
32.062076,94.30990455,-135.9896265,1.5,2.5,1.5,2.5,0.5,0.5,1.5,2.5,1.5,2.5,1.5,2.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,2.5,0.5,0.5,2.5,1.5,2.5,1.5,2.5,1.5
-84.46759762,63.39284262,90.47504958,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-6.474093456,19.484167,-159.8641361,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
8.157646282,-33.05141151,-124.7617485,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-79.12140084,58.63861787,-86.69062294,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-43.63702343,-27.30373806,162.0747248,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
12.59559584,99.32172443,136.2444754,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
39.28360032,25.33511238,92.8148391,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
66.18068571,86.7055753,174.6464688,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-75.63895972,95.23295247,-94.3927267,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-13.61299349,-60.89265052,116.9149673,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-63.1829938,18.00246211,198.1916145,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
21.44497143,71.32894986,150.9294487,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-52.13369586,91.88296978,-38.81569768,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
-25.44570182,-37.47601124,155.5555968,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,3.5,1.5,3.5,1.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
82.84007317,50.97493785,174.4705536,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
25.5725185,7.915891365,137.9115012,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,3.5,1.5,3.5,1.5,3.5,1.5
-33.0977552,47.45132274,50.82115494,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
47.76016115,17.54998633,35.79271296,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,1.5,3.5,1.5,3.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,3.5,0.5,0.5,1.5,3.5,0.5,0.5,0.5,0.5
-32.60644307,3.368874148,2.431971624,1.5,3.5,1.5,3.5,0.5,0.5,1.5,3.5,3.5,1.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
